UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Type_H,Temp_diff [K],power_factor [W],Tool_wear_norm [min]
2049,L49228,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,1,0,0,9.899999999999977,6366.699311887515,0.5019762845849802
2050,M16909,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,0,1,0,9.899999999999977,6294.641648389676,0.5098814229249012
2051,M16910,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,0,1,0,9.800000000000011,5121.843222902559,0.5217391304347826
2052,M16911,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,0,1,0,9.800000000000011,6834.8489771499535,0.5335968379446641
2053,L49232,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,1,0,0,9.800000000000011,6248.711563794193,0.5454545454545454
2054,L49233,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,1,0,0,9.800000000000011,8828.084796097557,0.5533596837944664
2055,M16914,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,0,1,0,9.799999999999955,5008.641167618207,0.5612648221343873
2056,L49235,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,1,0,0,9.799999999999955,5660.594947066673,0.5731225296442688
2057,L49236,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,1,0,0,9.800000000000011,7551.896556380801,0.5810276679841897
2058,L49237,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,1,0,0,9.800000000000011,6733.061375173645,0.5889328063241107
2059,M16918,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,0,1,0,9.800000000000011,4780.247381702229,0.5968379446640316
2060,H31473,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,0,0,1,9.899999999999977,6444.286178455671,0.6086956521739131
2061,L49240,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,1,0,0,9.899999999999977,5230.02920191668,0.6284584980237155
2062,L49241,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,1,0,0,9.900000000000034,7215.327263426214,0.6363636363636364
2063,M16922,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,0,1,0,9.900000000000034,6604.45504391119,0.6442687747035574
2064,L49243,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,1,0,0,9.900000000000034,7387.078133797968,0.6561264822134387
2065,L49244,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,1,0,0,9.899999999999977,6299.333093419037,0.6640316205533597
2066,L49245,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,1,0,0,9.900000000000034,6701.739696417355,0.6719367588932806
2067,L49246,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,1,0,0,9.900000000000034,5731.772964621507,0.6798418972332015
2068,L49247,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,1,0,0,9.900000000000034,5984.775892990603,0.6877470355731226
2069,M16928,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,0,1,0,9.900000000000034,6281.028080224121,0.6956521739130435
2070,H31483,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,0,0,1,9.900000000000034,6667.8209677340965,0.7075098814229249
2071,L49250,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,1,0,0,9.800000000000011,7036.581113412467,0.7272727272727273
2072,M16931,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,0,1,0,9.900000000000034,8249.822308326797,0.7351778656126482
2073,L49252,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,1,0,0,9.899999999999977,5836.555551594238,0.7470355731225297
2074,L49253,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,1,0,0,9.799999999999955,5461.6274123393205,0.7549407114624506
2075,L49254,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,1,0,0,9.899999999999977,5284.473002603391,0.7628458498023716
2076,L49255,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,1,0,0,9.899999999999977,8558.955025440031,0.7707509881422925
2077,L49256,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,1,0,0,9.900000000000034,5820.742868571169,0.7786561264822134
2078,L49257,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,1,0,0,10.0,5557.603067906487,0.7865612648221344
2079,M16938,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,0,1,0,9.900000000000034,5032.077448813986,0.7944664031620553
2080,M16939,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,0,1,0,10.0,6044.602289090465,0.8063241106719368
2081,L49260,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,1,0,0,9.899999999999977,3676.9200417614943,0.8181818181818182
2082,M16941,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,0,1,0,9.900000000000034,7324.466192211924,0.8260869565217391
2083,H31496,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,0,0,1,9.800000000000011,5719.719720807233,0.8379446640316206
2084,H31497,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,0,0,1,9.900000000000034,5147.248235494589,0.0
2085,L49264,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,1,0,0,9.800000000000011,6976.471973973782,0.019762845849802372
2086,L49265,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,1,0,0,9.800000000000011,7149.783168696819,0.02766798418972332
2087,H31500,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,0,0,1,9.900000000000034,7489.378862574363,0.03557312252964427
2088,L49267,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,1,0,0,9.800000000000011,6044.235769947547,0.05533596837944664
2089,L49268,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,1,0,0,9.799999999999955,6467.324524581994,0.06324110671936758
2090,L49269,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,1,0,0,9.800000000000011,4573.373505463342,0.07114624505928854
2091,L49270,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,1,0,0,9.699999999999989,6899.869473103751,0.07905138339920949
2092,L49271,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,1,0,0,9.800000000000011,6317.669522540489,0.08695652173913043
2093,L49272,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,1,0,0,9.800000000000011,7288.578732132415,0.09486166007905138
2094,L49273,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,1,0,0,9.800000000000011,6387.486183278768,0.10276679841897234
2095,L49274,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,1,0,0,9.900000000000034,6287.080882070038,0.11067193675889328
2096,L49275,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,1,0,0,9.900000000000034,6627.451502135468,0.11857707509881422
2097,M16956,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,0,1,0,9.899999999999977,8162.842079724407,0.12648221343873517
2098,M16957,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,0,1,0,10.0,6595.77377621177,0.1383399209486166
2099,L49278,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,1,0,0,9.900000000000034,8656.030238435957,0.15019762845849802
2100,L49279,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,1,0,0,9.900000000000034,5314.820787637069,0.15810276679841898
2101,M16960,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,0,1,0,10.0,7085.966949926898,0.16600790513833993
2102,L49281,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,1,0,0,10.0,6048.445504103356,0.17786561264822134
2103,L49282,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,1,0,0,10.0,8602.72788308005,0.1857707509881423
2104,M16963,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,0,1,0,9.800000000000011,6729.207688185241,0.19367588932806323
2105,M16964,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,0,1,0,9.800000000000011,5914.571769158384,0.20553359683794467
2106,L49285,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,1,0,0,9.800000000000011,6888.46549177122,0.21739130434782608
2107,L49286,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,1,0,0,9.700000000000045,4926.750319114633,0.22529644268774704
2108,M16967,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,0,1,0,9.700000000000045,7018.747339115588,0.233201581027668
2109,H31522,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,0,0,1,9.600000000000023,7660.826045656271,0.2450592885375494
2110,M16969,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,0,1,0,9.699999999999989,6799.076708801078,0.2648221343873518
2111,H31524,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,0,0,1,9.699999999999989,5527.1086752156425,0.2766798418972332
2112,L49291,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,1,0,0,9.600000000000023,7203.085524052725,0.2964426877470356
2113,L49292,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,1,0,0,9.600000000000023,4383.066294484383,0.30434782608695654
2114,L49293,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,1,0,0,9.600000000000023,4389.590335228338,0.31225296442687744
2115,H31528,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,0,0,1,9.700000000000045,6340.707868666816,0.3201581027667984
2116,L49295,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,1,0,0,9.600000000000023,6954.35516169251,0.33992094861660077
2117,M16976,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,0,1,0,9.600000000000023,6493.34738372923,0.34782608695652173
2118,H31531,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,0,0,1,9.5,5406.324909660627,0.35968379446640314
2119,H31532,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,0,0,1,9.599999999999966,6434.714792837734,0.3794466403162055
2120,M16979,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,0,1,0,9.599999999999966,4805.861833804498,0.39920948616600793
2121,H31534,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,0,0,1,9.600000000000023,4255.852735965021,0.41106719367588934
2122,M16981,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,0,1,0,9.600000000000023,5886.527818737339,0.4308300395256917
2123,M16982,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,0,1,0,9.600000000000023,6204.090476137707,0.4426877470355731
2124,L49303,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,1,0,0,9.699999999999989,5995.666747523048,0.45454545454545453
2125,L49304,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,1,0,0,9.699999999999989,5855.195668005538,0.4624505928853755
2126,L49305,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,1,0,0,9.599999999999966,9142.579164672921,0.47035573122529645
2127,L49306,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,1,0,0,9.699999999999989,7055.860020329997,0.4782608695652174
2128,H31541,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,0,0,1,9.699999999999989,6058.561432447916,0.48616600790513836
2129,L49308,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,1,0,0,9.600000000000023,4580.442088933918,0.5059288537549407
2130,H31543,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,0,0,1,9.600000000000023,5671.192586284783,0.5138339920948617
2131,L49310,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,1,0,0,9.600000000000023,8477.713439418201,0.5335968379446641
2132,L49311,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,1,0,0,9.700000000000045,6808.124495643417,0.541501976284585
2133,L49312,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,1,0,0,9.600000000000023,4936.90813536124,0.549407114624506
2134,H31547,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,0,0,1,9.699999999999989,5386.826091257346,0.5573122529644269
2135,L49314,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,1,0,0,9.699999999999989,7141.876827185284,0.5770750988142292
2136,L49315,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,1,0,0,9.699999999999989,7563.468089321522,0.5849802371541502
2137,L49316,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,1,0,0,9.699999999999989,6901.241301895819,0.5928853754940712
2138,L49317,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,1,0,0,9.599999999999966,5285.7610555913625,0.6007905138339921
2139,L49318,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,1,0,0,9.699999999999989,5556.472094551195,0.6086956521739131
2140,L49319,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,1,0,0,9.699999999999989,7053.294386329564,0.616600790513834
2141,L49320,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,1,0,0,9.699999999999989,6924.6356951895505,0.6245059288537549
2142,M17001,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,0,1,0,9.599999999999966,5763.492578447251,0.6324110671936759
2143,L49322,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,1,0,0,9.599999999999966,8688.891297592505,0.6442687747035574
2144,M17003,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,0,1,0,9.5,7399.28845724492,0.6521739130434783
2145,L49324,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,1,0,0,9.5,6153.908769484366,0.6640316205533597
2146,L49325,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,1,0,0,9.5,7434.055415944647,0.6719367588932806
2147,L49326,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,1,0,0,9.5,5674.376066840421,0.6798418972332015
2148,L49327,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,1,0,0,9.5,5470.036408675429,0.6877470355731226
2149,L49328,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,1,0,0,9.5,5652.803797285771,0.6956521739130435
2150,L49329,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,1,0,0,9.600000000000023,5438.997473257961,0.7035573122529645
2151,H31564,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,0,0,1,9.5,6081.9139378396,0.7114624505928854
2152,M17011,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,0,1,0,9.399999999999977,6951.663863985934,0.7312252964426877
2153,M17012,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,0,1,0,9.5,4901.21964281646,0.7430830039525692
2154,H31567,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,0,0,1,9.5,6641.724804758277,0.7549407114624506
2155,M17014,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,0,1,0,9.599999999999966,4588.9872209516825,0.7747035573122529
2156,L49335,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,1,0,0,9.5,6698.472440057622,0.7865612648221344
2157,M17016,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,0,1,0,9.5,6331.932353187788,0.7944664031620553
2158,M17017,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,0,1,0,9.600000000000023,4020.4217825050023,0.8063241106719368
2159,M17018,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,0,1,0,9.5,7281.195989396481,0.8181818181818182
2160,M17019,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,0,1,0,9.5,5250.920793063053,0.8300395256916996
2161,L49340,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,1,0,0,9.600000000000023,6470.3195095784195,0.841897233201581
2162,L49341,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,1,0,0,9.700000000000045,6209.043720554867,0.849802371541502
2163,L49342,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,1,0,0,9.600000000000023,5890.025458558337,0.857707509881423
2164,L49343,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,1,0,0,9.599999999999966,5926.677372850216,0.8656126482213439
2165,L49344,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,1,0,0,9.599999999999966,5918.551119852931,0.8735177865612648
2166,L49345,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,1,0,0,9.600000000000023,7388.271939006331,0.8814229249011858
2167,M17026,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,0,1,0,9.599999999999966,4574.975717716672,0.8893280632411067
2168,H31581,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,0,0,1,9.5,6867.982307669814,0.0
2169,M17028,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,0,1,0,9.600000000000023,7360.7515873608845,0.019762845849802372
2170,L49349,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,1,0,0,9.600000000000023,7290.379911920474,0.03162055335968379
2171,M17030,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,0,1,0,9.700000000000045,6801.548095021902,0.039525691699604744
2172,L49351,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,1,0,0,9.600000000000023,7015.092619661912,0.05138339920948617
2173,L49352,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,1,0,0,9.699999999999989,4373.93473183795,0.05928853754940711
2174,M17033,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,0,1,0,9.699999999999989,6512.731010401881,0.06719367588932806
2175,L49354,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,1,0,0,9.599999999999966,5498.289798606712,0.07905138339920949
2176,M17035,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,0,1,0,9.699999999999989,5977.508341985298,0.08695652173913043
2177,M17036,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,0,1,0,9.699999999999989,7015.396306951758,0.09881422924901186
2178,M17037,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,0,1,0,9.599999999999966,6958.219320656426,0.11067193675889328
2179,L49358,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,1,0,0,9.599999999999966,6257.487079273222,0.1225296442687747
2180,L49359,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,1,0,0,9.599999999999966,5582.9557206209565,0.13043478260869565
2181,H31594,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,0,0,1,9.599999999999966,6070.719396017308,0.1383399209486166
2182,H31595,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,0,0,1,9.600000000000023,7181.303814987836,0.15810276679841898
2183,M17042,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,0,1,0,9.699999999999989,8503.788658442996,0.17786561264822134
2184,M17043,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,0,1,0,9.699999999999989,6572.693542183398,0.18972332015810275
2185,L49364,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,1,0,0,9.599999999999966,6703.63512398502,0.2015810276679842
2186,L49365,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,1,0,0,9.599999999999966,5530.459707379471,0.20948616600790515
2187,L49366,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,1,0,0,9.699999999999989,6491.629979745268,0.21739130434782608
2188,M17047,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,0,1,0,9.599999999999966,7142.7878890548245,0.22529644268774704
2189,L49368,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,1,0,0,9.600000000000023,6557.760505103334,0.23715415019762845
2190,H31603,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,0,0,1,9.5,6769.755177367573,0.2450592885375494
2191,M17050,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,0,1,0,9.5,6824.094258299165,0.2648221343873518
2192,L49371,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,1,0,0,9.399999999999977,5798.626056289896,0.2766798418972332
2193,L49372,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,1,0,0,9.399999999999977,7522.397001363591,0.2845849802371542
2194,M17053,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,0,1,0,9.399999999999977,6505.107412229169,0.2924901185770751
2195,M17054,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,0,1,0,9.299999999999955,5796.280333775216,0.30434782608695654
2196,L49375,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,1,0,0,9.299999999999955,5202.519322246745,0.31620553359683795
2197,M17056,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,0,1,0,9.199999999999989,5749.680042746968,0.3241106719367589
2198,L49377,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,1,0,0,9.300000000000011,7274.923276064813,0.3359683794466403
2199,M17058,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,0,1,0,9.199999999999989,6345.8077207411425,0.3438735177865613
2200,M17059,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,0,1,0,9.300000000000011,7701.509670520259,0.3557312252964427
2201,L49380,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,1,0,0,9.300000000000011,5763.523994373786,0.3675889328063241
2202,L49381,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,1,0,0,9.199999999999989,5923.860411437498,0.37549407114624506
2203,M17062,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,0,1,0,9.300000000000011,5787.190659030831,0.383399209486166
2204,L49383,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,1,0,0,9.199999999999989,5205.744690704431,0.3952569169960474
2205,M17064,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,0,1,0,9.400000000000034,6526.889121294059,0.4031620553359684
2206,L49385,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,1,0,0,9.300000000000011,5884.24492807573,0.4150197628458498
2207,L49386,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,1,0,0,9.300000000000011,7819.633554295235,0.42292490118577075
2208,L49387,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,1,0,0,9.399999999999977,6247.842389826701,0.4308300395256917
2209,H31622,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,0,0,1,9.399999999999977,6401.623350219922,0.43873517786561267
2210,L49389,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,1,0,0,9.5,7169.994081434913,0.45849802371541504
2211,L49390,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,1,0,0,9.5,7937.139591515004,0.466403162055336
2212,M17071,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,0,1,0,9.399999999999977,8344.07008793449,0.4743083003952569
2213,L49392,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,1,0,0,9.400000000000034,6178.465552059926,0.48616600790513836
2214,L49393,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,1,0,0,9.400000000000034,6077.536652075599,0.49407114624505927
2215,H31628,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,0,0,1,9.5,6356.908014783828,0.5019762845849802
2216,H31629,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,0,0,1,9.5,7624.938585576764,0.5217391304347826
2217,L49396,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,1,0,0,9.5,5305.731112892682,0.541501976284585
2218,L49397,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,1,0,0,9.400000000000034,7800.480311083849,0.549407114624506
2219,L49398,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,1,0,0,9.400000000000034,6009.395507419236,0.5573122529644269
2220,M17079,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,0,1,0,9.5,7273.20587208085,0.5652173913043478
2221,M17080,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,0,1,0,9.399999999999977,4744.8102165697355,0.5770750988142292
2222,L49401,299.6,309.0,1372,60.4,149,0,0,0,0,0,0,1,0,0,9.399999999999977,8678.000443060062,0.5889328063241107
2223,L49402,299.7,309.0,1605,33.0,151,0,0,0,0,0,0,1,0,0,9.300000000000011,5546.48182991278,0.5968379446640316
2224,L49403,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,1,0,0,9.399999999999977,7176.4971782278435,0.6047430830039525
2225,M17084,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,0,1,0,9.300000000000011,5495.221509781706,0.6126482213438735
2226,M17085,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,0,1,0,9.300000000000011,7517.307621264777,0.6245059288537549
2227,M17086,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,0,1,0,9.299999999999955,4905.387489070224,0.6363636363636364
2228,L49407,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,1,0,0,9.300000000000011,4197.796103726681,0.6482213438735178
2229,H31642,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,0,0,1,9.200000000000045,6749.774648090742,0.6561264822134387
2230,L49409,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,1,0,0,9.300000000000011,5421.844377369361,0.6758893280632411
2231,L49410,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,1,0,0,9.199999999999989,6920.111801768381,0.6837944664031621
2232,L49411,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,1,0,0,9.200000000000045,8357.264777079567,0.691699604743083
2233,L49412,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,1,0,0,9.100000000000023,5340.288632082171,0.6996047430830039
2234,L49413,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,1,0,0,9.199999999999989,3470.0985254001657,0.7075098814229249
2235,L49414,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,1,0,0,9.200000000000045,6327.795922860561,0.7154150197628458
2236,M17095,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,0,1,0,9.200000000000045,6506.081305951782,0.7233201581027668
2237,M17096,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,0,1,0,9.199999999999989,6418.085295724732,0.7351778656126482
2238,L49417,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,1,0,0,9.300000000000011,7434.243911503862,0.7470355731225297
2239,L49418,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,1,0,0,9.300000000000011,7656.103184700375,0.7549407114624506
2240,L49419,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,1,0,0,9.400000000000034,7230.899091012506,0.7628458498023716
2241,L49420,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,1,0,0,9.300000000000011,6820.17773945769,0.7707509881422925
2242,L49421,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,1,0,0,9.199999999999989,5178.171979181423,0.7786561264822134
2243,L49422,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,1,0,0,9.199999999999989,5062.467121749712,0.7865612648221344
2244,L49423,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,1,0,0,9.199999999999989,5369.505443760555,0.7944664031620553
2245,M17104,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,0,1,0,9.099999999999966,6055.419839794326,0.8023715415019763
2246,M17105,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,0,1,0,9.099999999999966,6369.830432565593,0.0
2247,L49426,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,1,0,0,9.099999999999966,6978.985248096653,0.011857707509881422
2248,M17107,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,0,1,0,9.199999999999989,7090.155740131685,0.019762845849802372
2249,M17108,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,0,1,0,9.199999999999989,8275.206376967802,0.03162055335968379
